	1	2	3	4	5
count	11878.0	11878.0	11878.0	11878.0	11878.0
mean	7.63327159454	9.72268058596	0.510355278666	9.87472638491	13.6959084021
std	0.808024244528	0.719384229247	1.57392628231	0.492222311361	0.765819722562
min	2.0	4.0	0.0	6.0	6.0
25%	8.0	10.0	0.0	10.0	14.0
50%	8.0	10.0	0.0	10.0	14.0
75%	8.0	10.0	0.0	10.0	14.0
max	8.0	10.0	10.0	10.0	14.0
