	1	2	3	4	5
count	586.0	586.0	586.0	586.0	586.0
mean	9.78498293515	10.3310580205	8.13310580205	9.47440273038	14.2627986348
std	2.40544533604	1.42491549849	6.58639075352	0.962649514155	1.74411293557
min	2.0	4.0	0.0	6.0	6.0
25%	8.0	10.0	0.0	10.0	14.0
50%	10.0	10.0	10.0	10.0	14.0
75%	12.0	12.0	14.0	10.0	16.0
max	12.0	12.0	16.0	10.0	16.0
