	1	2	3	4	5
count	2036.0	2036.0	2036.0	2036.0	2036.0
mean	6.32514734774	9.83889980354	5.18271119843	9.94499017682	13.8880157171
std	0.82609541774	0.664715910041	2.23090107886	0.338981637072	0.594184587132
min	2.0	6.0	0.0	6.0	4.0
25%	6.0	10.0	4.0	10.0	14.0
50%	6.0	10.0	6.0	10.0	14.0
75%	6.0	10.0	6.0	10.0	14.0
max	8.0	10.0	10.0	10.0	14.0
