	1	2	3	4	5
count	14189.0	14189.0	14189.0	14189.0	14189.0
mean	7.84819226161	9.6477553034	0.00704771301713	9.58784974276	12.6696736909
std	0.551608237133	0.823408281867	0.199960390196	0.927820234391	1.50370186448
min	2.0	4.0	0.0	4.0	0.0
25%	8.0	10.0	0.0	10.0	12.0
50%	8.0	10.0	0.0	10.0	12.0
75%	8.0	10.0	0.0	10.0	14.0
max	8.0	10.0	8.0	10.0	14.0
