	1	2	3	4	5
count	3115.0	3115.0	3115.0	3115.0	3115.0
mean	7.79069020867	9.82985553772	0.0147672552167	9.88443017657	13.8125200642
std	0.639004628998	0.593754541609	0.279531162134	0.496097442998	0.69184434134
min	2.0	4.0	0.0	4.0	6.0
25%	8.0	10.0	0.0	10.0	14.0
50%	8.0	10.0	0.0	10.0	14.0
75%	8.0	10.0	0.0	10.0	14.0
max	8.0	10.0	8.0	10.0	14.0
