	1	2	3	4	5
count	3550.0	3550.0	3550.0	3550.0	3550.0
mean	7.85971830986	9.65183098592	0.0180281690141	9.8276056338	13.7290140845
std	0.523911131369	0.801812383958	0.354834658905	0.60020064455	0.870173813261
min	4.0	4.0	0.0	4.0	4.0
25%	8.0	10.0	0.0	10.0	14.0
50%	8.0	10.0	0.0	10.0	14.0
75%	8.0	10.0	0.0	10.0	14.0
max	8.0	10.0	8.0	10.0	14.0
